Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH4351,SCH144,Nepali,Advanced,20,8
TCH4352,SCH231,Science,Basic,8,20
TCH4353,SCH238,Math,Basic,7,17
TCH4354,SCH295,Nepali,Advanced,7,11
TCH4355,SCH170,Social Studies,Advanced,10,27
TCH4356,SCH211,Nepali,Advanced,11,8
TCH4357,SCH174,Social Studies,Advanced,10,10
TCH4358,SCH178,English,Advanced,15,8
TCH4359,SCH350,Science,Advanced,12,10
TCH4360,SCH101,Math,Basic,7,11
TCH4361,SCH362,Math,Basic,5,10
TCH4362,SCH047,Social Studies,Advanced,1,8
TCH4363,SCH411,Science,Basic,4,30
TCH4364,SCH088,Math,Basic,6,20
TCH4365,SCH171,Math,Basic,18,10
TCH4366,SCH139,Nepali,Basic,9,22
TCH4367,SCH181,Math,Advanced,20,9
TCH4368,SCH215,English,Basic,6,26
TCH4369,SCH494,Social Studies,Advanced,14,14
TCH4370,SCH391,Social Studies,Advanced,18,10
TCH4371,SCH056,Math,Basic,2,20
TCH4372,SCH042,Nepali,Advanced,12,13
TCH4373,SCH500,Science,Basic,14,27
TCH4374,SCH015,Science,Basic,3,8
TCH4375,SCH066,Social Studies,Basic,6,24
TCH4376,SCH031,Nepali,Advanced,5,29
TCH4377,SCH454,English,Basic,14,23
TCH4378,SCH462,Math,Basic,5,23
TCH4379,SCH416,Math,Basic,5,26
TCH4380,SCH369,Math,Advanced,6,29
TCH4381,SCH284,Nepali,Basic,10,8
TCH4382,SCH458,Nepali,Advanced,8,24
TCH4383,SCH346,Math,Advanced,8,24
TCH4384,SCH375,Science,Advanced,1,8
TCH4385,SCH485,English,Basic,17,8
TCH4386,SCH234,Nepali,Advanced,1,10
TCH4387,SCH174,Math,Basic,17,13
TCH4388,SCH347,English,Basic,16,12
TCH4389,SCH453,Social Studies,Basic,12,25
TCH4390,SCH345,Social Studies,Advanced,5,9
TCH4391,SCH408,Math,Basic,16,10
TCH4392,SCH422,Social Studies,Advanced,19,10
TCH4393,SCH210,Science,Basic,6,26
TCH4394,SCH260,Nepali,Basic,7,10
TCH4395,SCH485,English,Advanced,10,8
TCH4396,SCH082,English,Advanced,11,21
TCH4397,SCH112,Math,Basic,9,23
TCH4398,SCH482,Science,Advanced,9,25
TCH4399,SCH456,Math,Advanced,8,9
TCH4400,SCH165,Science,Basic,8,30
TCH4401,SCH491,Nepali,Advanced,17,21
TCH4402,SCH329,Science,Advanced,7,8
TCH4403,SCH498,Science,Basic,2,21
TCH4404,SCH288,Nepali,Basic,1,18
TCH4405,SCH449,Math,Basic,6,22
TCH4406,SCH372,Science,Advanced,9,8
TCH4407,SCH045,English,Basic,22,26
TCH4408,SCH292,Social Studies,Advanced,11,12
TCH4409,SCH014,Social Studies,Advanced,10,8
TCH4410,SCH321,Nepali,Advanced,4,31
TCH4411,SCH126,Science,Basic,6,17
TCH4412,SCH259,Nepali,Basic,11,26
TCH4413,SCH437,Science,Basic,5,25
TCH4414,SCH278,English,Advanced,19,11
TCH4415,SCH349,Math,Advanced,6,29
TCH4416,SCH087,Social Studies,Advanced,21,8
TCH4417,SCH299,Science,Basic,25,10
TCH4418,SCH118,Science,Advanced,16,10
TCH4419,SCH344,Science,Advanced,10,27
TCH4420,SCH168,English,Basic,5,25
TCH4421,SCH177,Social Studies,Advanced,18,8
TCH4422,SCH089,Science,Advanced,18,8
TCH4423,SCH363,Social Studies,Basic,11,35
TCH4424,SCH473,Social Studies,Basic,14,8
TCH4425,SCH324,Science,Advanced,17,13
TCH4426,SCH027,Nepali,Basic,15,9
TCH4427,SCH171,Math,Advanced,6,10
TCH4428,SCH408,Social Studies,Basic,15,8
TCH4429,SCH399,Nepali,Advanced,20,8
TCH4430,SCH333,Nepali,Advanced,12,28
TCH4431,SCH339,Science,Advanced,18,8
TCH4432,SCH091,Math,Basic,13,34
TCH4433,SCH167,Social Studies,Basic,11,10
TCH4434,SCH146,Social Studies,Advanced,1,21
TCH4435,SCH029,Math,Basic,10,8
TCH4436,SCH141,English,Advanced,5,9
TCH4437,SCH458,Math,Basic,10,19
TCH4438,SCH091,English,Basic,7,18
TCH4439,SCH194,Science,Advanced,11,12
TCH4440,SCH045,English,Basic,9,29
TCH4441,SCH459,Nepali,Basic,12,10
TCH4442,SCH150,Science,Advanced,6,11
TCH4443,SCH086,Science,Advanced,8,8
TCH4444,SCH421,Math,Basic,11,8
TCH4445,SCH284,Science,Basic,15,13
TCH4446,SCH485,Math,Advanced,10,9
TCH4447,SCH010,Nepali,Basic,10,27
TCH4448,SCH031,Science,Basic,8,18
TCH4449,SCH352,Nepali,Basic,14,29
TCH4450,SCH341,Math,Advanced,1,15
TCH4451,SCH399,Math,Advanced,28,8
TCH4452,SCH469,Science,Advanced,1,15
TCH4453,SCH460,Science,Basic,8,11
TCH4454,SCH086,English,Basic,23,9
TCH4455,SCH333,Math,Basic,1,26
TCH4456,SCH265,Science,Basic,13,8
TCH4457,SCH447,English,Basic,6,25
TCH4458,SCH494,Math,Advanced,16,11
TCH4459,SCH003,English,Advanced,13,10
TCH4460,SCH236,Nepali,Advanced,23,11
TCH4461,SCH411,Math,Basic,13,28
TCH4462,SCH277,Science,Basic,14,12
TCH4463,SCH102,Math,Basic,4,28
TCH4464,SCH219,Math,Advanced,4,10
TCH4465,SCH153,Social Studies,Advanced,1,8
TCH4466,SCH107,Social Studies,Basic,9,13
TCH4467,SCH038,Nepali,Advanced,7,27
TCH4468,SCH149,Math,Advanced,21,9
TCH4469,SCH274,Math,Advanced,22,9
TCH4470,SCH424,Social Studies,Basic,2,29
TCH4471,SCH158,Math,Basic,11,23
TCH4472,SCH335,Science,Advanced,3,29
TCH4473,SCH320,Social Studies,Advanced,5,8
TCH4474,SCH139,Social Studies,Basic,13,28
TCH4475,SCH027,Science,Advanced,16,9
TCH4476,SCH092,Math,Basic,11,21
TCH4477,SCH386,English,Basic,8,32
TCH4478,SCH491,Nepali,Advanced,7,26
TCH4479,SCH196,English,Basic,3,9
TCH4480,SCH274,Social Studies,Basic,10,12
TCH4481,SCH098,English,Basic,24,10
TCH4482,SCH381,Nepali,Advanced,1,8
TCH4483,SCH255,English,Advanced,18,8
TCH4484,SCH126,Social Studies,Basic,11,26
TCH4485,SCH443,English,Basic,12,10
TCH4486,SCH395,Nepali,Advanced,13,8
TCH4487,SCH013,Science,Basic,6,33
TCH4488,SCH260,Social Studies,Basic,5,8
TCH4489,SCH106,Science,Basic,5,32
TCH4490,SCH304,Nepali,Basic,6,9
TCH4491,SCH106,English,Basic,2,22
TCH4492,SCH067,English,Advanced,10,10
TCH4493,SCH042,Social Studies,Advanced,2,10
TCH4494,SCH293,Math,Basic,6,10
TCH4495,SCH493,Math,Basic,1,23
TCH4496,SCH500,Social Studies,Basic,3,25
TCH4497,SCH226,English,Advanced,21,11
TCH4498,SCH043,Nepali,Advanced,15,9
TCH4499,SCH018,Nepali,Advanced,7,24
TCH4500,SCH137,Social Studies,Advanced,10,8
TCH4501,SCH252,Social Studies,Basic,7,8
TCH4502,SCH332,Social Studies,Advanced,10,8
TCH4503,SCH082,English,Advanced,9,18
TCH4504,SCH235,Math,Basic,14,9
TCH4505,SCH084,English,Advanced,21,12
TCH4506,SCH428,English,Basic,5,9
TCH4507,SCH493,English,Advanced,9,22
TCH4508,SCH208,English,Advanced,6,10
TCH4509,SCH068,Nepali,Basic,11,25
TCH4510,SCH082,Social Studies,Basic,7,24
TCH4511,SCH087,English,Advanced,5,11
TCH4512,SCH130,Science,Advanced,13,10
TCH4513,SCH167,Social Studies,Basic,14,15
TCH4514,SCH416,Math,Basic,17,26
TCH4515,SCH205,Science,Basic,4,28
TCH4516,SCH125,Social Studies,Basic,6,25
TCH4517,SCH086,English,Basic,17,11
TCH4518,SCH197,Science,Basic,13,11
TCH4519,SCH450,English,Advanced,18,8
TCH4520,SCH143,Science,Advanced,15,8
TCH4521,SCH434,Math,Basic,10,20
TCH4522,SCH466,Nepali,Advanced,12,10
TCH4523,SCH294,Science,Advanced,7,27
TCH4524,SCH357,Nepali,Basic,6,24
TCH4525,SCH106,Math,Basic,7,22
TCH4526,SCH422,Math,Advanced,9,11
TCH4527,SCH468,Nepali,Basic,16,8
TCH4528,SCH112,Social Studies,Advanced,11,19
TCH4529,SCH167,Science,Advanced,10,8
TCH4530,SCH070,Nepali,Advanced,12,10
TCH4531,SCH444,Science,Basic,15,30
TCH4532,SCH210,Math,Basic,5,25
TCH4533,SCH408,Math,Advanced,6,8
TCH4534,SCH476,Social Studies,Advanced,2,11
TCH4535,SCH226,Science,Basic,7,8
TCH4536,SCH373,English,Advanced,9,9
TCH4537,SCH042,Nepali,Advanced,6,11
TCH4538,SCH028,Nepali,Basic,8,22
TCH4539,SCH469,Math,Basic,7,24
TCH4540,SCH310,English,Advanced,7,27
TCH4541,SCH161,Math,Advanced,9,32
TCH4542,SCH264,English,Basic,3,31
TCH4543,SCH064,Math,Basic,9,24
TCH4544,SCH280,English,Advanced,6,8
TCH4545,SCH035,Science,Advanced,12,8
TCH4546,SCH052,Nepali,Basic,7,32
TCH4547,SCH045,Nepali,Basic,9,26
TCH4548,SCH299,English,Advanced,5,10
TCH4549,SCH119,Science,Advanced,2,8
TCH4550,SCH470,Social Studies,Advanced,10,25
TCH4551,SCH020,Science,Basic,14,17
TCH4552,SCH283,Science,Basic,16,9
TCH4553,SCH187,Math,Basic,11,19
TCH4554,SCH452,Nepali,Basic,10,18
TCH4555,SCH474,Math,Basic,14,22
TCH4556,SCH237,Science,Basic,10,10
TCH4557,SCH326,English,Basic,6,11
TCH4558,SCH240,Social Studies,Basic,13,18
TCH4559,SCH003,Nepali,Advanced,9,8
TCH4560,SCH305,Social Studies,Basic,2,24
TCH4561,SCH269,English,Advanced,14,8
TCH4562,SCH492,Social Studies,Advanced,16,24
TCH4563,SCH429,Science,Advanced,12,10
TCH4564,SCH249,Math,Basic,3,8
TCH4565,SCH119,English,Advanced,19,12
TCH4566,SCH496,Math,Basic,17,9
TCH4567,SCH114,English,Advanced,7,8
TCH4568,SCH277,English,Advanced,1,9
TCH4569,SCH101,English,Basic,11,9
TCH4570,SCH095,English,Basic,4,25
TCH4571,SCH232,English,Basic,13,20
TCH4572,SCH284,Math,Basic,8,8
TCH4573,SCH422,Science,Basic,19,8
TCH4574,SCH484,Nepali,Basic,8,22
TCH4575,SCH212,Math,Advanced,12,11
TCH4576,SCH384,Science,Advanced,7,10
TCH4577,SCH143,Science,Basic,1,11
TCH4578,SCH191,Social Studies,Basic,3,27
TCH4579,SCH500,Social Studies,Basic,10,35
TCH4580,SCH032,English,Basic,12,29
TCH4581,SCH462,Science,Basic,9,25
TCH4582,SCH076,Social Studies,Basic,1,30
TCH4583,SCH159,Nepali,Advanced,17,24
TCH4584,SCH495,Math,Basic,4,22
TCH4585,SCH445,Math,Advanced,10,8
TCH4586,SCH350,Social Studies,Advanced,13,11
TCH4587,SCH110,Math,Basic,7,26
TCH4588,SCH118,English,Advanced,17,9
TCH4589,SCH176,English,Basic,16,32
TCH4590,SCH460,English,Advanced,19,10
TCH4591,SCH250,Social Studies,Basic,2,27
TCH4592,SCH026,Science,Basic,9,32
TCH4593,SCH161,English,Advanced,6,22
TCH4594,SCH450,Nepali,Basic,22,9
TCH4595,SCH143,English,Advanced,12,8
TCH4596,SCH294,English,Basic,8,25
TCH4597,SCH496,English,Basic,11,10
TCH4598,SCH429,Nepali,Basic,12,8
TCH4599,SCH395,Nepali,Advanced,18,11
TCH4600,SCH316,Math,Basic,15,8
TCH4601,SCH225,Science,Advanced,13,24
TCH4602,SCH420,Science,Advanced,5,24
TCH4603,SCH041,Math,Advanced,11,8
TCH4604,SCH318,Social Studies,Basic,16,10
TCH4605,SCH278,Math,Basic,17,8
TCH4606,SCH138,Math,Basic,10,24
TCH4607,SCH244,Math,Advanced,9,10
TCH4608,SCH313,Nepali,Advanced,16,8
TCH4609,SCH196,Nepali,Advanced,21,9
TCH4610,SCH369,English,Advanced,18,22
TCH4611,SCH460,Math,Advanced,9,8
TCH4612,SCH012,English,Basic,11,12
TCH4613,SCH335,Math,Basic,2,27
TCH4614,SCH006,English,Basic,4,26
TCH4615,SCH219,Nepali,Basic,17,14
TCH4616,SCH273,Science,Basic,14,23
TCH4617,SCH236,Science,Advanced,2,11
TCH4618,SCH212,Nepali,Advanced,20,10
TCH4619,SCH085,Social Studies,Advanced,9,11
TCH4620,SCH061,English,Basic,7,23
TCH4621,SCH481,Math,Basic,13,11
TCH4622,SCH197,Social Studies,Basic,5,8
TCH4623,SCH430,Social Studies,Advanced,4,8
TCH4624,SCH272,Nepali,Advanced,23,9
TCH4625,SCH136,Science,Advanced,15,8
TCH4626,SCH479,Math,Advanced,7,12
TCH4627,SCH217,Science,Basic,1,30
TCH4628,SCH413,English,Basic,7,25
TCH4629,SCH343,Nepali,Advanced,18,12
TCH4630,SCH290,Science,Basic,6,8
TCH4631,SCH248,Science,Advanced,2,10
TCH4632,SCH438,English,Advanced,6,8
TCH4633,SCH127,Science,Basic,15,11
TCH4634,SCH400,Social Studies,Basic,6,23
TCH4635,SCH096,Science,Advanced,9,20
TCH4636,SCH486,Science,Basic,10,28
TCH4637,SCH429,Math,Advanced,19,8
TCH4638,SCH157,Social Studies,Advanced,10,27
TCH4639,SCH283,Science,Basic,21,9
TCH4640,SCH016,Science,Advanced,10,9
TCH4641,SCH162,Social Studies,Basic,6,21
TCH4642,SCH391,Nepali,Advanced,5,8
TCH4643,SCH396,Social Studies,Basic,14,8
TCH4644,SCH295,Science,Basic,15,9
TCH4645,SCH115,English,Advanced,15,11
TCH4646,SCH352,Nepali,Basic,6,29
TCH4647,SCH056,Math,Basic,13,20
TCH4648,SCH267,English,Basic,7,9
TCH4649,SCH238,English,Basic,13,30
TCH4650,SCH079,Math,Basic,13,12
TCH4651,SCH402,English,Advanced,9,13
TCH4652,SCH053,Science,Advanced,17,10
TCH4653,SCH215,Social Studies,Basic,11,29
TCH4654,SCH311,English,Basic,5,22
TCH4655,SCH241,English,Basic,15,9
TCH4656,SCH152,Math,Advanced,8,31
TCH4657,SCH248,Science,Advanced,7,11
TCH4658,SCH311,Math,Advanced,9,20
TCH4659,SCH127,Math,Advanced,4,8
TCH4660,SCH329,Science,Advanced,9,8
TCH4661,SCH267,Nepali,Basic,12,10
TCH4662,SCH321,Nepali,Basic,1,16
TCH4663,SCH457,Math,Basic,15,9
TCH4664,SCH377,English,Basic,6,9
TCH4665,SCH499,English,Advanced,14,11
TCH4666,SCH128,Social Studies,Basic,7,25
TCH4667,SCH269,Math,Basic,17,11
TCH4668,SCH458,Social Studies,Basic,13,19
TCH4669,SCH243,Nepali,Basic,1,21
TCH4670,SCH441,Nepali,Basic,17,9
TCH4671,SCH147,English,Advanced,14,19
TCH4672,SCH445,Social Studies,Basic,7,10
TCH4673,SCH348,Nepali,Basic,13,10
TCH4674,SCH100,Science,Basic,7,24
TCH4675,SCH014,Science,Advanced,21,9
TCH4676,SCH087,Science,Advanced,18,9
TCH4677,SCH268,Science,Advanced,13,24
TCH4678,SCH102,Social Studies,Basic,6,24
TCH4679,SCH231,Social Studies,Basic,12,19
TCH4680,SCH455,Math,Basic,5,27
TCH4681,SCH226,Science,Basic,11,8
TCH4682,SCH100,Nepali,Basic,7,27
TCH4683,SCH471,Social Studies,Basic,13,20
TCH4684,SCH028,Math,Basic,16,22
TCH4685,SCH471,Social Studies,Advanced,7,20
TCH4686,SCH492,Math,Basic,9,23
TCH4687,SCH093,Math,Basic,8,10
TCH4688,SCH006,Nepali,Basic,7,22
TCH4689,SCH115,Social Studies,Advanced,9,11
TCH4690,SCH072,Social Studies,Basic,4,10
TCH4691,SCH013,Math,Advanced,2,27
TCH4692,SCH077,English,Basic,14,21
TCH4693,SCH414,Social Studies,Advanced,6,13
TCH4694,SCH210,Social Studies,Basic,11,23
TCH4695,SCH300,Nepali,Advanced,11,8
TCH4696,SCH197,English,Basic,1,9
TCH4697,SCH359,English,Advanced,9,11
TCH4698,SCH098,Science,Advanced,12,9
TCH4699,SCH038,Science,Advanced,6,18
TCH4700,SCH403,Science,Basic,5,8
TCH4701,SCH019,Science,Basic,11,27
TCH4702,SCH461,Nepali,Basic,13,13
TCH4703,SCH025,English,Advanced,13,10
TCH4704,SCH100,Nepali,Advanced,5,23
TCH4705,SCH126,Science,Advanced,3,29
TCH4706,SCH125,Science,Advanced,10,24
TCH4707,SCH332,Nepali,Advanced,10,12
TCH4708,SCH355,Science,Advanced,11,21
TCH4709,SCH058,Science,Advanced,3,9
TCH4710,SCH089,Science,Basic,13,8
TCH4711,SCH068,Nepali,Basic,1,23
TCH4712,SCH456,Science,Advanced,16,10
TCH4713,SCH097,Nepali,Basic,12,9
TCH4714,SCH485,Science,Advanced,17,11
TCH4715,SCH040,English,Advanced,23,9
TCH4716,SCH071,Math,Basic,19,9
TCH4717,SCH215,English,Advanced,6,26
TCH4718,SCH036,Social Studies,Advanced,10,9
TCH4719,SCH431,Social Studies,Advanced,15,8
TCH4720,SCH084,English,Basic,24,10
TCH4721,SCH040,Social Studies,Basic,15,10
TCH4722,SCH430,Math,Advanced,23,12
TCH4723,SCH322,Math,Advanced,13,30
TCH4724,SCH236,Math,Basic,11,12
TCH4725,SCH497,Social Studies,Advanced,9,29
TCH4726,SCH159,Math,Advanced,8,25
TCH4727,SCH246,Math,Advanced,2,19
TCH4728,SCH380,English,Basic,13,25
TCH4729,SCH128,Science,Basic,10,26
TCH4730,SCH302,Social Studies,Basic,7,8
TCH4731,SCH144,Math,Basic,18,10
TCH4732,SCH126,Nepali,Basic,14,20
TCH4733,SCH089,Math,Advanced,12,11
TCH4734,SCH277,Social Studies,Advanced,22,10
TCH4735,SCH106,Nepali,Basic,9,22
TCH4736,SCH237,English,Basic,10,8
TCH4737,SCH474,Social Studies,Basic,4,29
TCH4738,SCH482,Science,Basic,4,25
TCH4739,SCH450,Nepali,Basic,9,10
TCH4740,SCH342,English,Basic,4,26
TCH4741,SCH116,Science,Advanced,9,22
TCH4742,SCH332,Science,Basic,4,8
TCH4743,SCH108,Social Studies,Basic,16,8
TCH4744,SCH296,Science,Basic,7,10
TCH4745,SCH082,Math,Advanced,14,27
TCH4746,SCH359,Nepali,Basic,9,8
TCH4747,SCH309,Math,Basic,11,12
TCH4748,SCH341,Social Studies,Basic,2,20
TCH4749,SCH329,English,Advanced,11,10
TCH4750,SCH322,Math,Advanced,3,28
TCH4751,SCH395,Science,Advanced,16,9
TCH4752,SCH451,Math,Advanced,9,10
TCH4753,SCH487,Nepali,Basic,1,17
TCH4754,SCH311,English,Basic,10,19
TCH4755,SCH144,Science,Advanced,7,10
TCH4756,SCH150,Science,Basic,17,10
TCH4757,SCH446,English,Basic,11,9
TCH4758,SCH102,Science,Basic,5,25
TCH4759,SCH136,English,Basic,11,11
TCH4760,SCH435,Nepali,Advanced,11,9
TCH4761,SCH489,Science,Advanced,12,25
TCH4762,SCH262,English,Basic,9,19
TCH4763,SCH028,Social Studies,Advanced,3,25
TCH4764,SCH482,Social Studies,Basic,12,27
TCH4765,SCH115,Nepali,Advanced,7,10
TCH4766,SCH234,Math,Basic,18,9
TCH4767,SCH428,Science,Advanced,8,11
TCH4768,SCH186,Nepali,Basic,19,10
TCH4769,SCH070,Nepali,Basic,4,11
TCH4770,SCH395,Science,Basic,15,10
TCH4771,SCH323,Science,Basic,8,14
TCH4772,SCH403,Science,Basic,21,9
TCH4773,SCH313,English,Advanced,5,8
TCH4774,SCH181,Math,Basic,16,10
TCH4775,SCH478,Nepali,Advanced,15,10
TCH4776,SCH305,English,Basic,12,22
TCH4777,SCH374,Social Studies,Advanced,4,25
TCH4778,SCH440,English,Basic,2,18
TCH4779,SCH460,Nepali,Advanced,13,8
TCH4780,SCH148,Social Studies,Basic,8,25
TCH4781,SCH208,Social Studies,Basic,7,10
TCH4782,SCH370,Math,Basic,8,8
TCH4783,SCH042,Social Studies,Basic,14,12
TCH4784,SCH243,Nepali,Basic,9,30
TCH4785,SCH412,Nepali,Basic,11,22
TCH4786,SCH147,English,Basic,8,32
TCH4787,SCH059,Nepali,Basic,8,10
TCH4788,SCH302,Science,Advanced,18,11
TCH4789,SCH090,English,Basic,4,32
TCH4790,SCH449,Nepali,Basic,8,24
TCH4791,SCH471,English,Basic,4,30
TCH4792,SCH407,Nepali,Advanced,4,9
TCH4793,SCH226,Social Studies,Basic,19,11
TCH4794,SCH487,Math,Basic,16,29
TCH4795,SCH096,Nepali,Advanced,3,27
TCH4796,SCH114,Nepali,Basic,4,11
TCH4797,SCH029,Science,Basic,5,10
TCH4798,SCH312,English,Advanced,4,9
TCH4799,SCH157,Math,Basic,5,24
TCH4800,SCH331,Social Studies,Advanced,17,8
TCH4801,SCH168,Math,Basic,2,25
TCH4802,SCH245,Math,Basic,16,9
TCH4803,SCH385,Math,Advanced,15,9
TCH4804,SCH268,Nepali,Basic,7,27
TCH4805,SCH438,English,Advanced,19,11
TCH4806,SCH334,Nepali,Advanced,12,8
TCH4807,SCH097,Math,Advanced,12,8
TCH4808,SCH230,Nepali,Basic,14,9
TCH4809,SCH326,Science,Advanced,21,12
TCH4810,SCH310,Social Studies,Basic,11,19
TCH4811,SCH216,English,Basic,7,12
TCH4812,SCH325,Science,Basic,11,11
TCH4813,SCH207,Social Studies,Advanced,4,8
TCH4814,SCH188,English,Basic,6,27
TCH4815,SCH468,Science,Advanced,3,11
TCH4816,SCH327,Social Studies,Advanced,15,12
TCH4817,SCH314,Math,Basic,8,12
TCH4818,SCH380,Social Studies,Advanced,3,17
TCH4819,SCH483,Nepali,Basic,8,28
TCH4820,SCH425,English,Advanced,8,10
TCH4821,SCH368,English,Basic,13,30
TCH4822,SCH120,English,Advanced,16,9
TCH4823,SCH043,Math,Basic,10,9
TCH4824,SCH413,Nepali,Basic,8,28
TCH4825,SCH238,Math,Basic,3,22
TCH4826,SCH271,English,Basic,11,24
TCH4827,SCH172,Social Studies,Basic,8,27
TCH4828,SCH465,Social Studies,Basic,7,21
TCH4829,SCH300,English,Advanced,21,10
TCH4830,SCH387,Social Studies,Advanced,17,9
TCH4831,SCH358,Nepali,Advanced,13,12
TCH4832,SCH044,Science,Basic,9,25
TCH4833,SCH017,Nepali,Advanced,2,16
TCH4834,SCH345,Social Studies,Basic,22,10
TCH4835,SCH132,Science,Basic,26,11
TCH4836,SCH021,Math,Basic,4,24
TCH4837,SCH349,English,Basic,15,30
TCH4838,SCH160,Nepali,Basic,12,18
TCH4839,SCH225,Social Studies,Basic,1,30
TCH4840,SCH454,Math,Basic,11,31
TCH4841,SCH178,Social Studies,Basic,11,8
TCH4842,SCH078,Science,Advanced,13,10
TCH4843,SCH045,English,Basic,4,20
TCH4844,SCH103,Nepali,Advanced,15,8
TCH4845,SCH053,English,Advanced,24,13
TCH4846,SCH061,Math,Advanced,11,31
TCH4847,SCH109,Science,Advanced,15,9
TCH4848,SCH167,Nepali,Advanced,21,11
TCH4849,SCH324,Nepali,Advanced,9,8
TCH4850,SCH461,Math,Basic,7,12
TCH4851,SCH021,Social Studies,Basic,7,32
TCH4852,SCH147,Science,Basic,11,28
TCH4853,SCH449,Science,Basic,4,23
TCH4854,SCH033,English,Basic,1,21
TCH4855,SCH110,Nepali,Advanced,5,24
TCH4856,SCH340,Social Studies,Advanced,23,8
TCH4857,SCH415,Social Studies,Basic,19,8
TCH4858,SCH159,Science,Basic,5,25
TCH4859,SCH273,Nepali,Basic,12,25
TCH4860,SCH213,Science,Advanced,10,11
TCH4861,SCH471,English,Basic,8,19
TCH4862,SCH070,English,Advanced,21,10
TCH4863,SCH398,Nepali,Advanced,9,25
TCH4864,SCH289,Math,Advanced,3,8
TCH4865,SCH100,Science,Basic,17,23
TCH4866,SCH274,Science,Advanced,11,9
TCH4867,SCH296,Nepali,Advanced,13,8
TCH4868,SCH368,Science,Basic,6,24
TCH4869,SCH055,Nepali,Advanced,14,11
TCH4870,SCH482,Science,Basic,7,17
TCH4871,SCH010,Social Studies,Basic,12,27
TCH4872,SCH003,Science,Advanced,3,9
TCH4873,SCH476,English,Advanced,10,12
TCH4874,SCH445,English,Advanced,15,8
TCH4875,SCH155,Science,Basic,24,9
TCH4876,SCH078,Social Studies,Advanced,16,9
TCH4877,SCH049,Math,Basic,6,8
TCH4878,SCH087,Social Studies,Basic,1,8
TCH4879,SCH224,Nepali,Basic,6,22
TCH4880,SCH430,Math,Advanced,10,8
TCH4881,SCH227,Social Studies,Advanced,25,10
TCH4882,SCH129,Math,Advanced,8,30
TCH4883,SCH079,Social Studies,Advanced,25,8
TCH4884,SCH181,Nepali,Basic,14,9
TCH4885,SCH018,Math,Advanced,10,25
TCH4886,SCH314,English,Advanced,6,11
TCH4887,SCH380,Social Studies,Basic,7,26
TCH4888,SCH074,English,Advanced,12,28
TCH4889,SCH496,Math,Advanced,8,9
TCH4890,SCH466,English,Basic,10,8
TCH4891,SCH479,Nepali,Basic,11,10
TCH4892,SCH084,Nepali,Advanced,6,10
TCH4893,SCH410,Science,Basic,12,29
TCH4894,SCH382,Nepali,Advanced,1,8
TCH4895,SCH364,English,Basic,7,23
TCH4896,SCH265,Nepali,Basic,4,9
TCH4897,SCH164,Math,Advanced,8,8
TCH4898,SCH274,Math,Advanced,7,10
TCH4899,SCH396,English,Advanced,1,9
TCH4900,SCH059,Nepali,Basic,29,11
TCH4901,SCH403,Nepali,Advanced,9,12
TCH4902,SCH443,Nepali,Advanced,20,10
TCH4903,SCH191,Science,Basic,2,21
TCH4904,SCH293,Math,Advanced,6,8
TCH4905,SCH392,Social Studies,Advanced,13,33
TCH4906,SCH424,Math,Basic,8,22
TCH4907,SCH183,Nepali,Advanced,16,12
TCH4908,SCH177,Social Studies,Basic,7,10
TCH4909,SCH272,Math,Basic,1,10
TCH4910,SCH245,Science,Advanced,5,10
TCH4911,SCH363,Science,Basic,5,25
TCH4912,SCH059,Science,Advanced,24,10
TCH4913,SCH044,Math,Basic,10,24
TCH4914,SCH259,English,Basic,1,22
TCH4915,SCH251,Social Studies,Advanced,5,27
TCH4916,SCH282,Social Studies,Basic,9,26
TCH4917,SCH097,Social Studies,Advanced,17,8
TCH4918,SCH020,Social Studies,Basic,18,18
TCH4919,SCH290,English,Advanced,4,10
TCH4920,SCH145,Nepali,Advanced,5,10
TCH4921,SCH417,Social Studies,Advanced,4,27
TCH4922,SCH469,Nepali,Basic,7,22
TCH4923,SCH104,Math,Basic,7,33
TCH4924,SCH463,Math,Basic,11,8
TCH4925,SCH040,Science,Advanced,1,8
TCH4926,SCH110,Science,Basic,9,30
TCH4927,SCH484,Math,Basic,12,21
TCH4928,SCH022,Social Studies,Basic,1,24
TCH4929,SCH282,Social Studies,Basic,7,23
TCH4930,SCH238,Social Studies,Basic,11,21
TCH4931,SCH057,Nepali,Basic,7,26
TCH4932,SCH309,Social Studies,Basic,2,10
TCH4933,SCH341,English,Basic,12,28
TCH4934,SCH351,Social Studies,Advanced,11,8
TCH4935,SCH391,English,Basic,6,9
TCH4936,SCH266,Nepali,Basic,8,21
TCH4937,SCH475,Science,Basic,14,8
TCH4938,SCH292,Math,Advanced,9,11
TCH4939,SCH160,Nepali,Advanced,1,24
TCH4940,SCH278,Nepali,Basic,10,8
TCH4941,SCH290,Nepali,Basic,23,8
TCH4942,SCH171,Social Studies,Basic,16,11
TCH4943,SCH169,Social Studies,Basic,9,20
TCH4944,SCH450,Social Studies,Advanced,16,8
TCH4945,SCH010,Nepali,Advanced,1,24
TCH4946,SCH484,Social Studies,Basic,8,28
TCH4947,SCH137,Math,Basic,7,13
TCH4948,SCH206,Science,Basic,7,28
TCH4949,SCH435,Nepali,Advanced,16,10
TCH4950,SCH163,Science,Basic,13,24
